X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
C,2,3,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A3,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,2,1,A5,K,J,J,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,1,A3,K,J,K,K,K,J,P,P,P,P,P,P,X,X,X,X,X,X,1
D,2,2,2,A5,L,L,L,K,K,K,R,R,P,P,P,P,X,V,X,X,X,X,0
B,2,1,2,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,W,0
E,2,2,1,A5,J,J,J,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
B,2,2,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,3,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,J,J,J,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,1
C,2,1,1,A3,L,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
E,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A5,L,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
F,2,2,1,A3,K,K,K,K,K,K,R,Q,Q,Q,Q,Q,W,X,X,X,X,X,0
D,2,1,2,A5,L,L,L,L,L,L,R,R,R,P,R,R,X,X,V,X,X,X,0
E,2,1,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A4,L,L,J,J,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
B,2,2,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
D,2,1,2,A4,K,K,K,K,K,K,N,N,N,O,Q,P,X,X,X,X,V,V,0
F,2,3,1,A5,L,L,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,K,K,L,K,L,L,R,R,Q,R,R,R,X,W,X,X,X,X,0
E,2,1,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,W,0
D,2,2,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,2,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,1,A5,L,L,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,1,A4,K,K,K,K,K,K,M,N,N,N,M,M,X,X,X,X,X,X,0
C,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,3,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,2,A4,K,K,K,K,K,L,N,O,P,R,R,O,X,X,X,X,U,X,0
E,2,1,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,2,2,A5,K,K,K,K,K,K,R,Q,Q,R,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A5,K,K,K,K,K,J,P,N,P,P,P,O,X,X,X,X,X,X,1
E,2,4,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A5,J,J,L,L,L,L,P,R,R,R,R,R,X,X,X,X,X,X,1
D,2,3,1,A5,K,K,K,K,K,J,Q,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A5,L,K,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,1,A3,L,L,L,L,L,L,R,R,R,R,R,Q,X,X,X,X,W,W,0
C,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,L,L,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A5,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
D,2,2,1,A4,L,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,J,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A5,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
D,2,2,1,A5,L,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,2,A4,L,L,L,L,K,K,R,R,R,Q,Q,Q,X,X,W,W,X,X,0
D,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,Q,R,X,X,X,W,X,X,1
E,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,4,1,A4,L,L,L,L,K,L,R,R,Q,R,R,R,X,W,X,X,X,X,0
E,2,1,1,A4,K,K,L,K,K,K,O,P,P,P,P,P,X,V,X,X,X,X,0
F,2,2,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,1,A4,K,J,J,J,K,K,R,R,R,R,R,R,X,X,X,X,X,W,0
D,2,1,1,A4,L,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,1,A4,K,K,K,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A4,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A4,L,L,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,L,L,L,L,L,L,R,R,Q,R,R,R,X,W,X,X,X,X,0
E,2,2,1,A4,L,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A5,J,J,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,1
F,2,2,1,A4,J,J,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A4,K,L,L,L,L,I,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,I,J,J,J,J,J,O,O,O,O,O,O,X,X,X,X,X,X,1
E,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A5,K,K,K,L,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,K,K,K,K,K,K,N,N,O,O,P,P,X,X,X,X,W,X,0
E,2,3,2,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A4,J,J,J,K,K,K,P,P,P,P,P,Q,X,X,X,X,X,X,1
B,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,Q,Q,X,X,X,W,W,X,0
F,2,2,1,A4,K,K,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,1,A3,K,K,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,4,2,A5,K,K,K,K,K,L,P,P,P,R,R,R,X,X,X,X,X,X,0
E,2,3,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A5,K,J,L,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
C,2,1,2,A5,K,K,K,K,K,K,P,P,P,O,P,P,X,X,W,X,X,X,0
F,2,3,1,A5,K,K,L,K,K,K,P,P,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
C,2,2,1,A4,K,K,K,K,K,K,N,N,N,N,O,P,X,X,X,X,X,X,0
D,2,3,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A4,K,K,K,L,L,L,P,P,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A4,J,J,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,1
C,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
B,2,1,1,A3,L,L,L,L,L,L,Q,R,R,R,Q,R,X,X,X,W,X,X,0
D,2,2,1,A3,J,L,K,K,K,K,R,Q,Q,P,Q,R,W,X,X,X,X,X,1
B,2,1,1,A4,L,L,L,L,L,L,R,R,R,P,R,R,X,X,V,X,X,X,0
E,2,2,2,A3,K,K,K,K,K,K,P,P,P,O,O,O,X,X,X,X,X,X,0
D,2,2,1,A5,K,K,K,K,L,K,Q,Q,R,R,Q,Q,X,X,X,W,X,U,0
E,2,2,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A4,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
E,2,1,2,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,2,A5,L,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,J,J,J,J,J,J,P,P,P,P,P,P,X,X,X,X,X,X,1
B,2,2,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,K,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
E,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,1,A3,K,J,J,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,L,L,L,L,K,L,R,R,R,Q,R,R,X,X,W,X,X,X,0
F,2,1,1,A5,K,L,L,J,J,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
C,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A4,K,J,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
C,2,1,1,A5,K,K,K,K,K,K,N,N,O,P,P,P,X,X,X,X,X,X,0
E,2,2,2,A5,K,K,K,J,J,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,1,A5,K,K,K,K,K,K,O,O,Q,Q,R,R,X,X,X,X,W,W,1
F,2,3,2,A3,J,J,J,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,1,A3,L,L,J,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A4,L,J,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A4,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A5,K,K,K,J,K,K,Q,Q,P,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A4,K,K,K,K,K,K,O,O,O,O,O,P,X,X,X,X,X,W,0
E,2,2,3,A3,L,L,L,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,Q,Q,X,X,X,W,W,W,0
E,2,2,1,A5,L,J,J,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
C,2,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,2,A5,K,L,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,3,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A5,K,K,K,K,K,K,N,O,O,O,P,P,X,X,X,X,X,X,0
C,2,2,1,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,3,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A3,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,0
F,2,3,1,A1,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
C,2,1,2,A2,K,L,L,K,K,L,P,R,Q,Q,Q,R,X,W,X,X,X,W,0
F,2,2,1,A3,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
C,2,3,1,A3,L,L,L,L,L,L,R,R,R,R,Q,R,X,X,X,W,X,X,1
F,2,3,1,A3,K,K,J,J,J,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A2,I,J,I,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,3,2,A2,K,J,J,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,1,A3,K,K,K,L,K,K,P,P,Q,Q,Q,Q,X,X,W,X,X,X,0
F,2,3,3,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A3,K,K,K,K,K,K,O,O,O,O,P,P,X,X,X,X,X,X,0
F,2,2,1,A3,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A3,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
C,2,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,3,1,A3,K,K,K,K,K,K,N,N,O,O,O,O,X,X,W,X,X,X,0
F,2,3,1,A2,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
B,2,2,1,A3,K,K,K,J,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
C,2,2,1,A3,K,K,K,K,K,K,N,N,N,N,N,O,X,X,X,X,X,X,0
D,2,2,1,A1,K,K,J,K,K,K,R,Q,Q,Q,R,R,X,X,X,X,X,X,0
D,2,2,2,A2,K,K,K,K,K,K,N,N,N,O,O,O,X,X,X,X,X,X,0
F,2,1,2,A2,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A2,J,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
D,2,2,1,A3,K,K,K,K,K,K,N,N,N,O,O,O,X,X,X,X,X,X,0
F,2,3,2,A3,K,K,K,J,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,2,1,A1,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A2,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,0
D,2,1,1,A3,H,I,J,J,J,J,P,P,P,P,P,O,X,X,X,X,X,X,1
F,2,3,1,A3,K,L,L,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,1
A,2,1,1,A2,L,L,L,L,L,L,P,Q,R,R,R,P,W,X,X,X,V,X,0
F,2,3,1,A2,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
D,2,3,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,3,1,A2,K,K,K,K,K,K,N,N,N,N,O,O,X,X,X,X,X,X,0
F,2,3,1,A2,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
F,2,3,2,A3,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,3,1,A2,L,L,L,L,K,K,R,R,R,P,P,P,X,X,V,X,X,X,0
C,2,3,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A3,K,K,K,K,K,K,N,O,P,N,N,Q,X,X,U,X,X,X,0
E,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A2,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A2,L,L,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,2,1,A2,J,K,K,K,K,K,N,N,N,N,O,O,X,X,X,X,X,X,1
F,2,3,1,A2,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,3,1,A3,K,K,K,K,K,K,R,R,R,R,R,Q,X,X,X,X,X,X,0
D,2,2,2,A3,K,K,K,K,K,K,O,N,O,O,O,O,X,X,X,X,X,X,0
D,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,1,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,1,A3,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,2,2,A3,K,K,K,K,K,L,P,Q,R,R,R,Q,X,X,X,X,W,X,1
F,2,2,1,A2,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A3,J,J,J,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A3,L,L,K,K,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A2,K,K,K,K,K,K,R,Q,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A2,J,J,J,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,1
F,2,3,2,A2,K,K,K,K,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
C,2,2,1,A3,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
F,2,3,1,A3,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,3,1,A2,K,J,J,J,K,K,R,R,R,R,R,Q,X,X,X,X,X,X,1
B,2,1,1,A2,K,L,K,L,K,K,R,Q,Q,R,R,R,W,W,X,X,X,V,1
E,2,3,1,A1,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,4,1,A2,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A2,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
D,2,1,1,A2,L,L,L,L,L,L,R,R,R,Q,R,Q,X,X,W,X,W,W,0
D,2,2,1,A3,K,K,K,K,K,K,N,N,N,P,P,P,X,X,X,X,X,X,1
B,2,2,1,A3,K,K,K,K,K,K,M,N,N,N,N,N,X,W,X,W,X,V,0
E,2,3,1,A3,L,J,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
C,2,4,1,A3,K,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
E,2,2,2,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,R,X,X,X,X,X,X,0
C,2,1,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A3,L,K,K,K,K,L,Q,Q,Q,R,R,Q,X,X,X,X,W,X,0
F,2,1,2,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,2,A3,K,K,K,K,K,K,P,Q,Q,Q,R,R,X,X,X,X,X,X,0
E,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A3,K,K,K,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,1,A3,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,0
D,2,2,1,A1,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,3,2,A2,K,K,K,K,K,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,K,K,K,K,K,Q,Q,Q,R,Q,Q,X,X,X,X,X,X,0
D,2,1,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A3,K,K,K,K,K,K,R,R,R,R,Q,Q,X,X,X,X,X,X,0
F,2,1,1,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,3,1,A3,J,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,2,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,3,1,A1,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,J,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,1,A2,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,3,A2,K,K,K,K,K,K,R,R,Q,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,1,A2,K,L,L,J,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A3,K,J,L,L,L,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,J,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A1,J,J,J,K,K,K,Q,P,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,1,A2,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A3,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,3,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,1,A4,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
C,2,3,1,A3,K,K,K,K,K,K,M,M,M,M,M,N,X,X,X,X,X,X,0
D,2,3,2,A3,L,K,K,K,J,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,3,2,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
B,2,2,1,A2,L,L,L,L,L,K,R,R,R,R,P,P,X,X,X,V,X,W,0
D,2,1,1,A2,L,K,K,L,L,L,P,P,R,R,R,R,X,X,X,X,X,X,0
